sensor_id,sensor_type,value,unit,timestamp,quality
sensor-004,temperature,71.379,C,2025-08-13T12:35:48.746689+00:00,0.923
sensor-004,temperature,74.186,C,2025-08-13T12:40:48.746689+00:00,0.935
sensor-004,temperature,73.674,C,2025-08-13T12:45:48.746689+00:00,0.962
sensor-004,temperature,78.319,C,2025-08-13T12:50:48.746689+00:00,0.966
sensor-004,temperature,72.713,C,2025-08-13T12:55:48.746689+00:00,0.999
sensor-004,temperature,71.689,C,2025-08-13T13:00:48.746689+00:00,0.958
sensor-004,temperature,72.008,C,2025-08-13T13:05:48.746689+00:00,0.991
sensor-004,temperature,70.426,C,2025-08-13T13:10:48.746689+00:00,0.957
sensor-004,temperature,73.667,C,2025-08-13T13:15:48.746689+00:00,0.958
sensor-004,temperature,70.339,C,2025-08-13T13:20:48.746689+00:00,0.981
sensor-004,temperature,69.494,C,2025-08-13T13:25:48.746689+00:00,0.993
sensor-004,temperature,77.386,C,2025-08-13T13:30:48.746689+00:00,0.991
sensor-004,temperature,75.906,C,2025-08-13T13:35:48.746689+00:00,0.951
sensor-004,temperature,77.531,C,2025-08-13T13:40:48.746689+00:00,0.994
sensor-004,temperature,78.409,C,2025-08-13T13:45:48.746689+00:00,0.993
sensor-004,temperature,73.207,C,2025-08-13T13:50:48.746689+00:00,0.993
sensor-004,temperature,76.208,C,2025-08-13T13:55:48.746689+00:00,0.982
sensor-004,temperature,74.858,C,2025-08-13T14:00:48.746689+00:00,0.949
sensor-004,temperature,73.24,C,2025-08-13T14:05:48.746689+00:00,1.0
sensor-004,temperature,77.595,C,2025-08-13T14:10:48.746689+00:00,0.989
sensor-004,temperature,75.151,C,2025-08-13T14:15:48.746689+00:00,0.963
sensor-004,temperature,74.315,C,2025-08-13T14:20:48.746689+00:00,1.0
sensor-004,temperature,76.199,C,2025-08-13T14:25:48.746689+00:00,0.972
sensor-004,temperature,71.3,C,2025-08-13T14:30:48.746689+00:00,0.975
sensor-004,temperature,75.196,C,2025-08-13T14:35:48.746689+00:00,1.0
sensor-004,temperature,71.407,C,2025-08-13T14:40:48.746689+00:00,0.967
sensor-004,temperature,74.657,C,2025-08-13T14:45:48.746689+00:00,0.981
sensor-004,temperature,77.784,C,2025-08-13T14:50:48.746689+00:00,1.0
sensor-004,temperature,73.609,C,2025-08-13T14:55:48.746689+00:00,0.965
sensor-004,temperature,71.939,C,2025-08-13T15:00:48.746689+00:00,0.993
sensor-004,temperature,75.369,C,2025-08-13T15:05:48.746689+00:00,0.965
sensor-004,temperature,60.598,C,2025-08-13T15:10:48.746689+00:00,1.0
sensor-004,temperature,76.094,C,2025-08-13T15:15:48.746689+00:00,0.981
sensor-004,temperature,76.911,C,2025-08-13T15:20:48.746689+00:00,0.966
sensor-004,temperature,70.87,C,2025-08-13T15:25:48.746689+00:00,0.985
sensor-004,temperature,77.027,C,2025-08-13T15:30:48.746689+00:00,0.974
sensor-004,temperature,73.666,C,2025-08-13T15:35:48.746689+00:00,0.989
sensor-004,temperature,78.399,C,2025-08-13T15:40:48.746689+00:00,1.0
sensor-004,temperature,71.778,C,2025-08-13T15:45:48.746689+00:00,0.984
sensor-004,temperature,71.568,C,2025-08-13T15:50:48.746689+00:00,0.966
sensor-004,temperature,79.093,C,2025-08-13T15:55:48.746689+00:00,0.981
sensor-004,temperature,75.513,C,2025-08-13T16:00:48.746689+00:00,0.984
sensor-004,temperature,74.44,C,2025-08-13T16:05:48.746689+00:00,0.991
sensor-004,temperature,72.901,C,2025-08-13T16:10:48.746689+00:00,0.997
sensor-004,temperature,75.058,C,2025-08-13T16:15:48.746689+00:00,0.953
sensor-004,temperature,74.331,C,2025-08-13T16:20:48.746689+00:00,0.962
sensor-004,temperature,78.788,C,2025-08-13T16:25:48.746689+00:00,0.97
sensor-004,temperature,69.497,C,2025-08-13T16:30:48.746689+00:00,0.97
sensor-004,temperature,77.153,C,2025-08-13T16:35:48.746689+00:00,0.965
sensor-004,temperature,75.229,C,2025-08-13T16:40:48.746689+00:00,0.974
sensor-004,temperature,79.207,C,2025-08-13T16:45:48.746689+00:00,0.968
sensor-004,temperature,77.619,C,2025-08-13T16:50:48.746689+00:00,0.935
sensor-004,temperature,74.511,C,2025-08-13T16:55:48.746689+00:00,1.0
sensor-004,temperature,76.726,C,2025-08-13T17:00:48.746689+00:00,0.95
sensor-004,temperature,78.078,C,2025-08-13T17:05:48.746689+00:00,1.0
sensor-004,temperature,78.544,C,2025-08-13T17:10:48.746689+00:00,0.979
sensor-004,temperature,77.376,C,2025-08-13T17:15:48.746689+00:00,0.978
sensor-004,temperature,75.602,C,2025-08-13T17:20:48.746689+00:00,0.982
sensor-004,temperature,74.847,C,2025-08-13T17:25:48.746689+00:00,0.998
sensor-004,temperature,73.224,C,2025-08-13T17:30:48.746689+00:00,0.969
sensor-004,temperature,77.965,C,2025-08-13T17:35:48.746689+00:00,0.952
sensor-004,temperature,72.614,C,2025-08-13T17:40:48.746689+00:00,0.99
sensor-004,temperature,76.109,C,2025-08-13T17:45:48.746689+00:00,0.964
sensor-004,temperature,73.569,C,2025-08-13T17:50:48.746689+00:00,1.0
sensor-004,temperature,76.689,C,2025-08-13T17:55:48.746689+00:00,0.996
sensor-004,temperature,73.139,C,2025-08-13T18:00:48.746689+00:00,0.968
sensor-004,temperature,76.963,C,2025-08-13T18:05:48.746689+00:00,0.976
sensor-004,temperature,78.173,C,2025-08-13T18:10:48.746689+00:00,0.984
sensor-004,temperature,69.804,C,2025-08-13T18:15:48.746689+00:00,0.975
sensor-004,temperature,69.241,C,2025-08-13T18:20:48.746689+00:00,1.0
sensor-004,temperature,73.561,C,2025-08-13T18:25:48.746689+00:00,0.954
sensor-004,temperature,72.56,C,2025-08-13T18:30:48.746689+00:00,1.0
sensor-004,temperature,74.754,C,2025-08-13T18:35:48.746689+00:00,0.977
sensor-004,temperature,69.93,C,2025-08-13T18:40:48.746689+00:00,0.944
sensor-004,temperature,78.647,C,2025-08-13T18:45:48.746689+00:00,1.0
sensor-004,temperature,75.245,C,2025-08-13T18:50:48.746689+00:00,1.0
sensor-004,temperature,76.932,C,2025-08-13T18:55:48.746689+00:00,0.963
sensor-004,temperature,73.039,C,2025-08-13T19:00:48.746689+00:00,0.993
sensor-004,temperature,77.363,C,2025-08-13T19:05:48.746689+00:00,0.951
sensor-004,temperature,77.786,C,2025-08-13T19:10:48.746689+00:00,1.0
sensor-004,temperature,72.215,C,2025-08-13T19:15:48.746689+00:00,0.989
sensor-004,temperature,65.977,C,2025-08-13T19:20:48.746689+00:00,0.966
sensor-004,temperature,70.393,C,2025-08-13T19:25:48.746689+00:00,0.991
sensor-004,temperature,71.389,C,2025-08-13T19:30:48.746689+00:00,0.965
sensor-004,temperature,76.169,C,2025-08-13T19:35:48.746689+00:00,0.975
sensor-004,temperature,72.084,C,2025-08-13T19:40:48.746689+00:00,0.964
sensor-004,temperature,72.388,C,2025-08-13T19:45:48.746689+00:00,0.987
sensor-004,temperature,70.382,C,2025-08-13T19:50:48.746689+00:00,0.981
sensor-004,temperature,69.386,C,2025-08-13T19:55:48.746689+00:00,0.983
sensor-004,temperature,69.388,C,2025-08-13T20:00:48.746689+00:00,0.946
sensor-004,temperature,73.753,C,2025-08-13T20:05:48.746689+00:00,1.0
sensor-004,temperature,73.458,C,2025-08-13T20:10:48.746689+00:00,0.989
sensor-004,temperature,78.968,C,2025-08-13T20:15:48.746689+00:00,0.994
sensor-004,temperature,77.123,C,2025-08-13T20:20:48.746689+00:00,0.974
sensor-004,temperature,73.731,C,2025-08-13T20:25:48.746689+00:00,0.966
sensor-004,temperature,71.775,C,2025-08-13T20:30:48.746689+00:00,0.929
sensor-004,temperature,71.191,C,2025-08-13T20:35:48.746689+00:00,0.991
sensor-004,temperature,76.524,C,2025-08-13T20:40:48.746689+00:00,1.0
sensor-004,temperature,73.288,C,2025-08-13T20:45:48.746689+00:00,0.99
sensor-004,temperature,73.489,C,2025-08-13T20:50:48.746689+00:00,1.0
sensor-004,temperature,70.004,C,2025-08-13T20:55:48.746689+00:00,0.961
sensor-004,temperature,72.112,C,2025-08-13T21:00:48.746689+00:00,0.967
sensor-004,temperature,75.361,C,2025-08-13T21:05:48.746689+00:00,0.956
sensor-004,temperature,76.542,C,2025-08-13T21:10:48.746689+00:00,1.0
sensor-004,temperature,73.591,C,2025-08-13T21:15:48.746689+00:00,0.953
sensor-004,temperature,69.892,C,2025-08-13T21:20:48.746689+00:00,0.955
sensor-004,temperature,72.968,C,2025-08-13T21:25:48.746689+00:00,0.96
sensor-004,temperature,70.255,C,2025-08-13T21:30:48.746689+00:00,0.983
sensor-004,temperature,71.663,C,2025-08-13T21:35:48.746689+00:00,0.996
sensor-004,temperature,74.897,C,2025-08-13T21:40:48.746689+00:00,0.983
sensor-004,temperature,78.746,C,2025-08-13T21:45:48.746689+00:00,0.961
sensor-004,temperature,77.558,C,2025-08-13T21:50:48.746689+00:00,0.981
sensor-004,temperature,70.263,C,2025-08-13T21:55:48.746689+00:00,0.999
sensor-004,temperature,73.745,C,2025-08-13T22:00:48.746689+00:00,0.982
sensor-004,temperature,76.793,C,2025-08-13T22:05:48.746689+00:00,0.982
sensor-004,temperature,75.96,C,2025-08-13T22:10:48.746689+00:00,0.966
sensor-004,temperature,77.042,C,2025-08-13T22:15:48.746689+00:00,0.965
sensor-004,temperature,77.722,C,2025-08-13T22:20:48.746689+00:00,0.975
sensor-004,temperature,72.767,C,2025-08-13T22:25:48.746689+00:00,0.976
sensor-004,temperature,79.209,C,2025-08-13T22:30:48.746689+00:00,0.988
sensor-004,temperature,70.068,C,2025-08-13T22:35:48.746689+00:00,0.983
sensor-004,temperature,77.558,C,2025-08-13T22:40:48.746689+00:00,0.993
sensor-004,temperature,69.755,C,2025-08-13T22:45:48.746689+00:00,0.998
sensor-004,temperature,71.498,C,2025-08-13T22:50:48.746689+00:00,0.999
sensor-004,temperature,69.403,C,2025-08-13T22:55:48.746689+00:00,0.977
sensor-004,temperature,69.622,C,2025-08-13T23:00:48.746689+00:00,0.987
sensor-004,temperature,69.724,C,2025-08-13T23:05:48.746689+00:00,0.961
sensor-004,temperature,74.236,C,2025-08-13T23:10:48.746689+00:00,1.0
sensor-004,temperature,77.29,C,2025-08-13T23:15:48.746689+00:00,0.975
sensor-004,temperature,71.564,C,2025-08-13T23:20:48.746689+00:00,0.978
sensor-004,temperature,71.402,C,2025-08-13T23:25:48.746689+00:00,1.0
sensor-004,temperature,68.549,C,2025-08-13T23:30:48.746689+00:00,1.0
sensor-004,temperature,71.805,C,2025-08-13T23:35:48.746689+00:00,0.964
sensor-004,temperature,69.324,C,2025-08-13T23:40:48.746689+00:00,0.977
sensor-004,temperature,77.484,C,2025-08-13T23:45:48.746689+00:00,0.955
sensor-004,temperature,76.004,C,2025-08-13T23:50:48.746689+00:00,0.967
sensor-004,temperature,73.244,C,2025-08-13T23:55:48.746689+00:00,0.975
sensor-004,temperature,77.628,C,2025-08-14T00:00:48.746689+00:00,0.963
sensor-004,temperature,75.605,C,2025-08-14T00:05:48.746689+00:00,0.981
sensor-004,temperature,75.612,C,2025-08-14T00:10:48.746689+00:00,0.962
sensor-004,temperature,78.674,C,2025-08-14T00:15:48.746689+00:00,0.98
sensor-004,temperature,75.92,C,2025-08-14T00:20:48.746689+00:00,0.987
sensor-004,temperature,76.784,C,2025-08-14T00:25:48.746689+00:00,0.959
sensor-004,temperature,73.517,C,2025-08-14T00:30:48.746689+00:00,0.992
sensor-004,temperature,78.778,C,2025-08-14T00:35:48.746689+00:00,0.97
sensor-004,temperature,74.97,C,2025-08-14T00:40:48.746689+00:00,0.998
sensor-004,temperature,71.389,C,2025-08-14T00:45:48.746689+00:00,0.979
sensor-004,temperature,78.315,C,2025-08-14T00:50:48.746689+00:00,0.99
sensor-004,temperature,77.922,C,2025-08-14T00:55:48.746689+00:00,0.998
sensor-004,temperature,71.455,C,2025-08-14T01:00:48.746689+00:00,0.98
sensor-004,temperature,70.873,C,2025-08-14T01:05:48.746689+00:00,0.934
sensor-004,temperature,74.489,C,2025-08-14T01:10:48.746689+00:00,0.975
sensor-004,temperature,73.297,C,2025-08-14T01:15:48.746689+00:00,0.977
sensor-004,temperature,75.702,C,2025-08-14T01:20:48.746689+00:00,0.957
sensor-004,temperature,73.048,C,2025-08-14T01:25:48.746689+00:00,0.984
sensor-004,temperature,76.185,C,2025-08-14T01:30:48.746689+00:00,1.0
sensor-004,temperature,71.754,C,2025-08-14T01:35:48.746689+00:00,1.0
sensor-004,temperature,70.281,C,2025-08-14T01:40:48.746689+00:00,0.988
sensor-004,temperature,73.391,C,2025-08-14T01:45:48.746689+00:00,0.97
sensor-004,temperature,70.044,C,2025-08-14T01:50:48.746689+00:00,1.0
sensor-004,temperature,71.999,C,2025-08-14T01:55:48.746689+00:00,1.0
sensor-004,temperature,70.049,C,2025-08-14T02:00:48.746689+00:00,0.983
sensor-004,temperature,71.218,C,2025-08-14T02:05:48.746689+00:00,0.958
sensor-004,temperature,74.528,C,2025-08-14T02:10:48.746689+00:00,1.0
sensor-004,temperature,78.363,C,2025-08-14T02:15:48.746689+00:00,1.0
sensor-004,temperature,79.08,C,2025-08-14T02:20:48.746689+00:00,1.0
sensor-004,temperature,71.042,C,2025-08-14T02:25:48.746689+00:00,0.999
sensor-004,temperature,70.946,C,2025-08-14T02:30:48.746689+00:00,0.95
sensor-004,temperature,78.883,C,2025-08-14T02:35:48.746689+00:00,0.973
sensor-004,temperature,69.767,C,2025-08-14T02:40:48.746689+00:00,0.983
sensor-004,temperature,71.656,C,2025-08-14T02:45:48.746689+00:00,0.979
sensor-004,temperature,77.309,C,2025-08-14T02:50:48.746689+00:00,1.0
sensor-004,temperature,71.382,C,2025-08-14T02:55:48.746689+00:00,1.0
sensor-004,temperature,76.054,C,2025-08-14T03:00:48.746689+00:00,0.961
sensor-004,temperature,77.512,C,2025-08-14T03:05:48.746689+00:00,0.939
sensor-004,temperature,73.687,C,2025-08-14T03:10:48.746689+00:00,0.978
sensor-004,temperature,71.344,C,2025-08-14T03:15:48.746689+00:00,0.978
sensor-004,temperature,70.653,C,2025-08-14T03:20:48.746689+00:00,0.957
sensor-004,temperature,78.121,C,2025-08-14T03:25:48.746689+00:00,0.986
sensor-004,temperature,69.99,C,2025-08-14T03:30:48.746689+00:00,1.0
sensor-004,temperature,75.421,C,2025-08-14T03:35:48.746689+00:00,0.969
sensor-004,temperature,59.266,C,2025-08-14T03:40:48.746689+00:00,0.991
sensor-004,temperature,76.563,C,2025-08-14T03:45:48.746689+00:00,0.987
sensor-004,temperature,69.43,C,2025-08-14T03:50:48.746689+00:00,0.939
sensor-004,temperature,77.943,C,2025-08-14T03:55:48.746689+00:00,0.966
sensor-004,temperature,76.717,C,2025-08-14T04:00:48.746689+00:00,0.971
sensor-004,temperature,74.22,C,2025-08-14T04:05:48.746689+00:00,0.973
sensor-004,temperature,77.106,C,2025-08-14T04:10:48.746689+00:00,0.973
sensor-004,temperature,71.279,C,2025-08-14T04:15:48.746689+00:00,0.98
sensor-004,temperature,75.914,C,2025-08-14T04:20:48.746689+00:00,0.987
sensor-004,temperature,73.316,C,2025-08-14T04:25:48.746689+00:00,0.971
sensor-004,temperature,72.236,C,2025-08-14T04:30:48.746689+00:00,0.991
sensor-004,temperature,73.815,C,2025-08-14T04:35:48.746689+00:00,0.974
sensor-004,temperature,70.714,C,2025-08-14T04:40:48.746689+00:00,0.982
sensor-004,temperature,76.107,C,2025-08-14T04:45:48.746689+00:00,0.963
sensor-004,temperature,69.6,C,2025-08-14T04:50:48.746689+00:00,0.98
sensor-004,temperature,74.597,C,2025-08-14T04:55:48.746689+00:00,0.99
sensor-004,temperature,70.032,C,2025-08-14T05:00:48.746689+00:00,0.997
sensor-004,temperature,77.984,C,2025-08-14T05:05:48.746689+00:00,0.949
sensor-004,temperature,69.268,C,2025-08-14T05:10:48.746689+00:00,0.951
sensor-004,temperature,73.584,C,2025-08-14T05:15:48.746689+00:00,0.976
sensor-004,temperature,70.652,C,2025-08-14T05:20:48.746689+00:00,0.985
sensor-004,temperature,70.77,C,2025-08-14T05:25:48.746689+00:00,0.951
sensor-004,temperature,71.817,C,2025-08-14T05:30:48.746689+00:00,0.956
sensor-004,temperature,75.882,C,2025-08-14T05:35:48.746689+00:00,0.967
sensor-004,temperature,74.158,C,2025-08-14T05:40:48.746689+00:00,0.99
sensor-004,temperature,74.095,C,2025-08-14T05:45:48.746689+00:00,0.968
sensor-004,temperature,76.081,C,2025-08-14T05:50:48.746689+00:00,0.976
sensor-004,temperature,69.468,C,2025-08-14T05:55:48.746689+00:00,0.954
sensor-004,temperature,76.22,C,2025-08-14T06:00:48.746689+00:00,0.991
sensor-004,temperature,71.409,C,2025-08-14T06:05:48.746689+00:00,0.999
sensor-004,temperature,78.608,C,2025-08-14T06:10:48.746689+00:00,0.967
sensor-004,temperature,73.97,C,2025-08-14T06:15:48.746689+00:00,1.0
sensor-004,temperature,72.037,C,2025-08-14T06:20:48.746689+00:00,0.981
sensor-004,temperature,74.974,C,2025-08-14T06:25:48.746689+00:00,0.971
sensor-004,temperature,72.631,C,2025-08-14T06:30:48.746689+00:00,0.974
sensor-004,temperature,76.142,C,2025-08-14T06:35:48.746689+00:00,0.982
sensor-004,temperature,69.806,C,2025-08-14T06:40:48.746689+00:00,0.965
sensor-004,temperature,69.596,C,2025-08-14T06:45:48.746689+00:00,0.996
sensor-004,temperature,71.62,C,2025-08-14T06:50:48.746689+00:00,0.977
sensor-004,temperature,72.949,C,2025-08-14T06:55:48.746689+00:00,0.995
sensor-004,temperature,70.076,C,2025-08-14T07:00:48.746689+00:00,1.0
sensor-004,temperature,73.258,C,2025-08-14T07:05:48.746689+00:00,0.957
sensor-004,temperature,78.416,C,2025-08-14T07:10:48.746689+00:00,0.994
sensor-004,temperature,77.039,C,2025-08-14T07:15:48.746689+00:00,0.975
sensor-004,temperature,74.186,C,2025-08-14T07:20:48.746689+00:00,0.97
sensor-004,temperature,75.363,C,2025-08-14T07:25:48.746689+00:00,0.949
sensor-004,temperature,70.681,C,2025-08-14T07:30:48.746689+00:00,1.0
sensor-004,temperature,69.33,C,2025-08-14T07:35:48.746689+00:00,0.968
sensor-004,temperature,74.819,C,2025-08-14T07:40:48.746689+00:00,0.944
sensor-004,temperature,75.455,C,2025-08-14T07:45:48.746689+00:00,0.985
sensor-004,temperature,69.103,C,2025-08-14T07:50:48.746689+00:00,1.0
sensor-004,temperature,69.373,C,2025-08-14T07:55:48.746689+00:00,1.0
sensor-004,temperature,70.895,C,2025-08-14T08:00:48.746689+00:00,0.964
sensor-004,temperature,77.27,C,2025-08-14T08:05:48.746689+00:00,0.964
sensor-004,temperature,77.87,C,2025-08-14T08:10:48.746689+00:00,0.979
sensor-004,temperature,78.131,C,2025-08-14T08:15:48.746689+00:00,0.991
sensor-004,temperature,78.44,C,2025-08-14T08:20:48.746689+00:00,1.0
sensor-004,temperature,72.412,C,2025-08-14T08:25:48.746689+00:00,0.963
sensor-004,temperature,74.856,C,2025-08-14T08:30:48.746689+00:00,0.99
sensor-004,temperature,72.023,C,2025-08-14T08:35:48.746689+00:00,0.972
sensor-004,temperature,74.662,C,2025-08-14T08:40:48.746689+00:00,0.993
sensor-004,temperature,76.676,C,2025-08-14T08:45:48.746689+00:00,0.989
sensor-004,temperature,72.375,C,2025-08-14T08:50:48.746689+00:00,0.993
sensor-004,temperature,77.689,C,2025-08-14T08:55:48.746689+00:00,1.0
sensor-004,temperature,71.268,C,2025-08-14T09:00:48.746689+00:00,1.0
sensor-004,temperature,77.701,C,2025-08-14T09:05:48.746689+00:00,0.997
sensor-004,temperature,73.481,C,2025-08-14T09:10:48.746689+00:00,0.984
sensor-004,temperature,78.007,C,2025-08-14T09:15:48.746689+00:00,0.974
sensor-004,temperature,69.59,C,2025-08-14T09:20:48.746689+00:00,1.0
sensor-004,temperature,77.562,C,2025-08-14T09:25:48.746689+00:00,0.942
sensor-004,temperature,73.349,C,2025-08-14T09:30:48.746689+00:00,0.963
sensor-004,temperature,76.035,C,2025-08-14T09:35:48.746689+00:00,0.972
sensor-004,temperature,69.786,C,2025-08-14T09:40:48.746689+00:00,0.972
sensor-004,temperature,70.817,C,2025-08-14T09:45:48.746689+00:00,0.964
sensor-004,temperature,69.286,C,2025-08-14T09:50:48.746689+00:00,0.984
sensor-004,temperature,71.24,C,2025-08-14T09:55:48.746689+00:00,0.967
sensor-004,temperature,72.226,C,2025-08-14T10:00:48.746689+00:00,0.997
sensor-004,temperature,76.999,C,2025-08-14T10:05:48.746689+00:00,0.995
sensor-004,temperature,72.208,C,2025-08-14T10:10:48.746689+00:00,1.0
sensor-004,temperature,70.035,C,2025-08-14T10:15:48.746689+00:00,0.966
sensor-004,temperature,71.662,C,2025-08-14T10:20:48.746689+00:00,0.981
sensor-004,temperature,74.492,C,2025-08-14T10:25:48.746689+00:00,0.994
sensor-004,temperature,70.818,C,2025-08-14T10:30:48.746689+00:00,0.957
sensor-004,temperature,76.187,C,2025-08-14T10:35:48.746689+00:00,0.984
sensor-004,temperature,76.76,C,2025-08-14T10:40:48.746689+00:00,1.0
sensor-004,temperature,70.377,C,2025-08-14T10:45:48.746689+00:00,0.969
sensor-004,temperature,72.84,C,2025-08-14T10:50:48.746689+00:00,0.955
sensor-004,temperature,72.318,C,2025-08-14T10:55:48.746689+00:00,0.989
sensor-004,temperature,74.237,C,2025-08-14T11:00:48.746689+00:00,0.997
sensor-004,temperature,77.436,C,2025-08-14T11:05:48.746689+00:00,0.97
sensor-004,temperature,77.608,C,2025-08-14T11:10:48.746689+00:00,1.0
sensor-004,temperature,76.858,C,2025-08-14T11:15:48.746689+00:00,0.982
sensor-004,temperature,73.259,C,2025-08-14T11:20:48.746689+00:00,0.98
sensor-004,temperature,77.828,C,2025-08-14T11:25:48.746689+00:00,1.0
sensor-004,temperature,75.101,C,2025-08-14T11:30:48.746689+00:00,1.0
sensor-004,temperature,72.993,C,2025-08-14T11:35:48.746689+00:00,1.0
sensor-004,temperature,73.919,C,2025-08-14T11:40:48.746689+00:00,0.985
sensor-004,temperature,76.821,C,2025-08-14T11:45:48.746689+00:00,0.953
sensor-004,temperature,70.237,C,2025-08-14T11:50:48.746689+00:00,0.983
sensor-004,temperature,75.696,C,2025-08-14T11:55:48.746689+00:00,0.976
sensor-004,temperature,63.572,C,2025-08-14T12:00:48.746689+00:00,1.0
sensor-004,temperature,77.743,C,2025-08-14T12:05:48.746689+00:00,0.985
sensor-004,temperature,72.962,C,2025-08-14T12:10:48.746689+00:00,0.938
sensor-004,temperature,74.983,C,2025-08-14T12:15:48.746689+00:00,1.0
sensor-004,temperature,74.152,C,2025-08-14T12:20:48.746689+00:00,0.937
sensor-004,temperature,72.773,C,2025-08-14T12:25:48.746689+00:00,0.97
sensor-004,temperature,70.687,C,2025-08-14T12:30:48.746689+00:00,1.0
sensor-004,temperature,70.582,C,2025-08-14T12:35:48.746689+00:00,0.97
sensor-004,temperature,70.058,C,2025-08-14T12:40:48.746689+00:00,1.0
sensor-004,temperature,76.446,C,2025-08-14T12:45:48.746689+00:00,0.969
sensor-004,temperature,76.437,C,2025-08-14T12:50:48.746689+00:00,0.995
sensor-004,temperature,76.264,C,2025-08-14T12:55:48.746689+00:00,0.964
sensor-004,temperature,75.951,C,2025-08-14T13:00:48.746689+00:00,1.0
sensor-004,temperature,71.843,C,2025-08-14T13:05:48.746689+00:00,0.993
sensor-004,temperature,70.382,C,2025-08-14T13:10:48.746689+00:00,0.972
sensor-004,temperature,70.268,C,2025-08-14T13:15:48.746689+00:00,0.967
sensor-004,temperature,75.645,C,2025-08-14T13:20:48.746689+00:00,0.989
sensor-004,temperature,74.814,C,2025-08-14T13:25:48.746689+00:00,0.971
sensor-004,temperature,71.876,C,2025-08-14T13:30:48.746689+00:00,0.991
sensor-004,temperature,76.281,C,2025-08-14T13:35:48.746689+00:00,0.988
sensor-004,temperature,79.057,C,2025-08-14T13:40:48.746689+00:00,0.98
sensor-004,temperature,69.875,C,2025-08-14T13:45:48.746689+00:00,0.962
sensor-004,temperature,70.247,C,2025-08-14T13:50:48.746689+00:00,0.985
sensor-004,temperature,72.99,C,2025-08-14T13:55:48.746689+00:00,0.957
sensor-004,temperature,70.179,C,2025-08-14T14:00:48.746689+00:00,0.945
sensor-004,temperature,73.208,C,2025-08-14T14:05:48.746689+00:00,0.962
sensor-004,temperature,73.223,C,2025-08-14T14:10:48.746689+00:00,0.941
sensor-004,temperature,77.055,C,2025-08-14T14:15:48.746689+00:00,0.949
sensor-004,temperature,70.66,C,2025-08-14T14:20:48.746689+00:00,1.0
sensor-004,temperature,76.07,C,2025-08-14T14:25:48.746689+00:00,0.986
sensor-004,temperature,70.374,C,2025-08-14T14:30:48.746689+00:00,0.951
sensor-004,temperature,69.83,C,2025-08-14T14:35:48.746689+00:00,0.966
sensor-004,temperature,75.311,C,2025-08-14T14:40:48.746689+00:00,1.0
sensor-004,temperature,73.885,C,2025-08-14T14:45:48.746689+00:00,0.954
sensor-004,temperature,74.768,C,2025-08-14T14:50:48.746689+00:00,0.954
sensor-004,temperature,75.906,C,2025-08-14T14:55:48.746689+00:00,0.96
sensor-004,temperature,69.563,C,2025-08-14T15:00:48.746689+00:00,0.989
sensor-004,temperature,74.485,C,2025-08-14T15:05:48.746689+00:00,0.99
sensor-004,temperature,74.898,C,2025-08-14T15:10:48.746689+00:00,0.965
sensor-004,temperature,73.724,C,2025-08-14T15:15:48.746689+00:00,1.0
sensor-004,temperature,76.991,C,2025-08-14T15:20:48.746689+00:00,1.0
sensor-004,temperature,76.458,C,2025-08-14T15:25:48.746689+00:00,0.994
sensor-004,temperature,71.082,C,2025-08-14T15:30:48.746689+00:00,0.971
sensor-004,temperature,70.164,C,2025-08-14T15:35:48.746689+00:00,1.0
sensor-004,temperature,69.702,C,2025-08-14T15:40:48.746689+00:00,0.961
sensor-004,temperature,71.914,C,2025-08-14T15:45:48.746689+00:00,0.963
sensor-004,temperature,76.23,C,2025-08-14T15:50:48.746689+00:00,0.983
sensor-004,temperature,70.226,C,2025-08-14T15:55:48.746689+00:00,0.975
sensor-004,temperature,70.574,C,2025-08-14T16:00:48.746689+00:00,0.968
sensor-004,temperature,76.257,C,2025-08-14T16:05:48.746689+00:00,1.0
sensor-004,temperature,61.604,C,2025-08-14T16:10:48.746689+00:00,0.989
sensor-004,temperature,78.089,C,2025-08-14T16:15:48.746689+00:00,0.987
sensor-004,temperature,78.177,C,2025-08-14T16:20:48.746689+00:00,1.0
sensor-004,temperature,76.581,C,2025-08-14T16:25:48.746689+00:00,0.959
sensor-004,temperature,69.617,C,2025-08-14T16:30:48.746689+00:00,1.0
sensor-004,temperature,75.224,C,2025-08-14T16:35:48.746689+00:00,0.99
sensor-004,temperature,76.13,C,2025-08-14T16:40:48.746689+00:00,0.95
sensor-004,temperature,76.072,C,2025-08-14T16:45:48.746689+00:00,0.969
sensor-004,temperature,72.713,C,2025-08-14T16:50:48.746689+00:00,0.933
sensor-004,temperature,73.467,C,2025-08-14T16:55:48.746689+00:00,0.956
sensor-004,temperature,73.742,C,2025-08-14T17:00:48.746689+00:00,0.989
sensor-004,temperature,73.162,C,2025-08-14T17:05:48.746689+00:00,1.0
sensor-004,temperature,77.198,C,2025-08-14T17:10:48.746689+00:00,1.0
sensor-004,temperature,76.203,C,2025-08-14T17:15:48.746689+00:00,0.988
sensor-004,temperature,78.581,C,2025-08-14T17:20:48.746689+00:00,1.0
sensor-004,temperature,75.474,C,2025-08-14T17:25:48.746689+00:00,0.977
sensor-004,temperature,77.622,C,2025-08-14T17:30:48.746689+00:00,0.973
sensor-004,temperature,78.523,C,2025-08-14T17:35:48.746689+00:00,0.996
